Drug Type,Country,Year,Best,High,Male,Female,Low,Age,Source,Method,Adjustment,Specific notes,Sub-region,Region
Amphetamines,Turkey,2011,,,0.1,,,15-64,EMCDDA,HHS,,,South-Eastern Europe,Europe
Amphetamines,Turkey,2003,0.2,,,,,15-64,UNODC Estimate,,,,South-Eastern Europe,Europe
Amphetamines,Ukraine,2015,0.3,0.48,,,0.13,15-64,ESPAD/UNODC Estimate,SS,"d, e",,Eastern Europe,Europe
Amphetamines,Ukraine,2011,0.72,1.25,,,0.19,15-64,ARQ,SS,"d, e",,Eastern Europe,Europe
Amphetamines,Ukraine,2007,0.39,0.56,,,0.22,15-64,ESPAD,SS,"d, e",,Eastern Europe,Europe
Amphetamines,United Kingdom (England and Wales),2018,0.57,,0.76,0.39,,16-59,Government source,HHS,,Includes amphetamine and methamphetamine. Data refers to 2018/19. Crime Survey for England and Wales.,Western and Central Europe,Europe
Amphetamines,United Kingdom (England and Wales),2017,0.52,,0.69,0.34,,16-59,Government source,HHS,,Includes amphetamine and methamphetamine. Data refers to 2017/18. Crime Survey for England and Wales.,Western and Central Europe,Europe
Amphetamines,United Kingdom (England and Wales),2016,0.46,,0.59,0.34,,16-59,Government source,HHS,,Includes amphetamine and methamphetamine. Data refers to 2016/17. Crime Survey for England and Wales.,Western and Central Europe,Europe
Amphetamines,United Kingdom (England and Wales),2015,0.61,,0.82,0.4,,16-59,Government source,HHS,,Includes amphetamine and methamphetamine. Data refers to 2015/16. Crime Survey for England and Wales.,Western and Central Europe,Europe
Amphetamines,United Kingdom (England and Wales),2014,0.6,,0.8,0.4,,16-59,ARQ,HHS,,Includes amphetamine and methamphetamine. Data refers to 2014/15. Crime Survey for England and Wales,Western and Central Europe,Europe
Amphetamines,United Kingdom (England and Wales),2013,0.8,,1.1,0.5,,16-59,ARQ,HHS,,Includes amphetamine and methamphetamine. Data refers to 2013/14. Crime Survey for England and Wales.,Western and Central Europe,Europe
Amphetamines,United Kingdom (England and Wales),2012,0.7,,0.9,0.4,,16-59,Government source,HHS,,Data refers to 2012/13. Crime Survey for England and Wales.,Western and Central Europe,Europe
Amphetamines,United Kingdom (England and Wales),2011,0.8,,,,,16-59,Government source,HHS,,Data refers to 2011/12. Crime Survey for England and Wales.,Western and Central Europe,Europe
Amphetamines,United Kingdom (England and Wales),2010,1.1,,,,,16-59,Government source,HHS,,Data refers to 2010/11. Crime Survey for England and Wales.,Western and Central Europe,Europe
Amphetamines,United Kingdom (Northern Ireland),2014,0.5,,,,,15-64,Government source,HHS,,Data refers to 2014/15,Western and Central Europe,Europe
Amphetamines,United Kingdom (Northern Ireland),2011,1.1,,,,,15-64,Government source,HHS,,Data refers to 2010/11,Western and Central Europe,Europe
Amphetamines,United Kingdom (Northern Ireland),2006,1,,,,,15-64,Government source,HHS,,,Western and Central Europe,Europe
Amphetamines,United Kingdom (Scotland),2014,0.82,,1.37,0.29,,16-64,Government source,HHS,,Data refers to 2014/15. Amphetamine and crystal methamphetamine,Western and Central Europe,Europe
Amphetamines,United Kingdom (Scotland),2013,0.9,,1.4,0.3,,16-64,Government source,HHS,,Data refers to 2012/13,Western and Central Europe,Europe
Amphetamines,United Kingdom (Scotland),2011,1.2,,,,,16-64,Government source,HHS,,Data refers to 2010/11,Western and Central Europe,Europe
Amphetamines,United Kingdom (Scotland),2010,1.2,,,,,16-64,Government source,HHS,,Data refers to 2009/10,Western and Central Europe,Europe
Amphetamines,United States of America,2018,3.3,,3.6,2.8,,15-64,ARQ,HHS,,Includes methamphetamine and Non medical use of pharmaceutical stimulants,North America,Americas
Amphetamines,United States of America,2017,3.1,3.5,,,2.7,15-64,UNODC Estimate/ARQ,HHS,z*,Includes methamphetamine and Non medical use of pharmaceutical stimulants,North America,Americas
Amphetamines,United States of America,2016,2.95,3.3,,,2.6,15-64,UNODC Estimate,HHS,z*,Includes methamphetamine and Non medical use of pharmaceutical stimulants,North America,Americas
Amphetamines,United States of America,2015,2.9,3.3,,,2.5,15-64,UNODC Estimate,HHS,z*,Includes methamphetamine and Non medical use of pharmaceutical stimulants,North America,Americas
Amphetamines,United States of America,2014,1.7,,,,,15-64,Government,,,,North America,Americas
Amphetamines,United States of America,2013,1.9,,2.2,1.7,,15-64,ARQ,HHS,z*,Includes Non medical use of pharmaceutical stimulants,North America,Americas
Amphetamines,United States of America,2012,1.9,2.2,,,1.6,15-64,ARQ,HHS,z*,Includes Non medical use of pharmaceutical stimulants,North America,Americas
Amphetamines,United States of America,2011,1.55,1.8,,,1.3,15-64,ARQ,HHS,z*,,North America,Americas
Amphetamines,United States of America,2010,1.8,,,,,15-64,ARQ,HHS,,,North America,Americas
Amphetamines,Uruguay,2018,0.1,,,,,15-65,Government sources,HHS,,Includes amphetamine and methamphetamine,South America,Americas
Amphetamines,Uruguay,2014,0.04,,,,,15-65,ARQ,HHS,z,Includes Non medical use of pharmaceutical stimulants,South America,Americas
Amphetamines,Uruguay,2011,0.01,,,,,15-65,ARQ,HHS,,Methamphetamine,South America,Americas
Amphetamines,Uruguay,2006,0.3,,,,,15-64,ARQ,HHS,z**,Includes Non medical use of pharmaceutical stimulants,South America,Americas
Amphetamines,Venezuela (Bolivarian Republic of),2011,0.095,0.12,,,0.07,15-65,Government source/UNODC Estimate,HHS,,Includes amphetamine and methamphetamine,South America,Americas
Amphetamines,Venezuela (Bolivarian Republic of),2002,0.6,,,,,15-64,UNODC Estimate,,"d, e",,South America,Americas
Amphetamines,Viet Nam,2003,0.22,,,,,15-64,UNODC Estimate,,h,,East and South-East Asia,Asia
Amphetamines,Zambia,2003,0.1,,,,,15-64,UNODC Estimate,,,,Southern Africa,Africa
Cannabis,Afghanistan,2009,4.28,5.18,8.1,0.2,3.37,15-64,UNODC/ Govt. Source,HHS,,,Near and Middle East/South-West Asia,Asia
Cannabis,Afghanistan,2005,3.59,,,,,15-64,UNODC Study (ICMP),,,,Near and Middle East/South-West Asia,Asia
Cannabis,Albania,2014,5.6,,10.2,1,,15-64,ARQ,HHS,,Cannabis herb,South-Eastern Europe,Europe
Cannabis,Albania,2014,5.6,,,,,15-64,,HHS,,Public health research,South-Eastern Europe,Europe
Cannabis,Albania,2006,1.8,,,,,15-64,Government source,SS,"d, e",,South-Eastern Europe,Europe
Cannabis,Algeria,2010,0.52,,1.06,0.03,,12+,ARQ,HHS,,,North Africa,Africa
Cannabis,Argentina,2017,8.13,,11.1,5.46,,15-64,ARQ,HHS,,Cannabis herb,South America,Americas
Cannabis,Argentina,2011,3.2,,4.7,1.7,,15-64,ARQ,HHS,,,South America,Americas
Cannabis,Argentina,2008,3.7,,,,,15-64,ARQ,HHS,,,South America,Americas
Cannabis,Armenia,2003,3.5,,,,,15-64,UNODC Estimate,,,,Central Asia and Transcaucasia,Asia
Cannabis,Australia,2016,10.4,,13.1,7.9,,14+,ARQ,HHS,,,Australia and New Zealand,Oceania
Cannabis,Australia,2013,10.2,,12.8,7.6,,14+,ARQ,HHS,,,Australia and New Zealand,Oceania
Cannabis,Australia,2010,10.3,,,,,14+,ARQ,HHS,,,Australia and New Zealand,Oceania
Cannabis,Australia,2007,10.6,,,,,15-64,Government source,HHS,,,Australia and New Zealand,Oceania
Cannabis,Austria,2015,6.4,7.2,7.2,5.6,5.5,15-64,Government source,HHS,,,Western and Central Europe,Europe
Cannabis,Austria,2008,3.5,,,,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Cannabis,Austria,2004,7.5,,,,,15-64,EMCDDA,HHS,,,Western and Central Europe,Europe
Cannabis,Azerbaijan,2004,3.5,,,,,15-65,UNODC Estimate,,,,Central Asia and Transcaucasia,Asia
Cannabis,Bahamas,2017,3.1,,5,1,,12-65,ARQ,HHS,,,Caribbean,Americas
Cannabis,Bahamas,2008,5.54,7.89,,,3.2,15-64,ARQ,SS,"d, e",,Caribbean,Americas
Cannabis,Bahamas,2003,4.7,,,,,15-64,UNODC Estimate,SS,"d, e",,Caribbean,Americas
Cannabis,Bangladesh,2004,3.3,,,,,15-54,Academic research,HHS,"a, e,f",,South Asia,Asia
Cannabis,Barbados,2006,8.3,,,,,15-64,CICAD,HHS,,,Caribbean,Americas
Cannabis,Belarus,2007,1.07,1.3,,,0.9,15-64,ESPAD,SS,"c, d, e",,Eastern Europe,Europe
Cannabis,Belgium,2013,4.6,,6.3,2.9,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Cannabis,Belgium,2008,5.1,,7.2,3.2,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Cannabis,Belgium,2004,5,,,,,15-64,EMCDDA,HHS,,,Western and Central Europe,Europe
Cannabis,Belize,2005,8.45,,,,,12-65,CICAD,HHS,,,Central America,Americas
Cannabis,Bermuda,2009,10.9,11.2,,,10.7,16-65,Government source,HHS,,,North America,Americas
Cannabis,Bhutan,2009,4.2,6.5,,,1.8,15-64,UNODC Estimate,,,,South Asia,Asia
Cannabis,Bolivia (Plurinational State of),2018,2.06,,3.07,1.18,,12-65,ARQ,HHS,,Marihuana (herb),South America,Americas
Cannabis,Bolivia (Plurinational State of),2014,1.42,1.57,2.11,0.86,1.27,12-65,ARQ/UNODC Estimate,HHS,,Cannabis herb and resin,South America,Americas
Cannabis,Bolivia (Plurinational State of),2013,1.27,,1.86,0.81,,12-65,ARQ,HHS,,,South America,Americas
Cannabis,Bolivia (Plurinational State of),2007,4.5,,8.9,1.1,,12-65,ARQ,HHS,,,South America,Americas
Cannabis,Bosnia and Herzegovina,2011,1.6,2.89,,,0.32,15-64,ESPAD,SS,d,,South-Eastern Europe,Europe
Cannabis,Bosnia and Herzegovina,2007,2.8,4.63,,,2.75,15-64,ESPAD,SS,"c, d, e",,South-Eastern Europe,Europe
Cannabis,Brazil,2016,2.5,,4.1,1.1,,15-64,ARQ/CICAD,HHS,,,South America,Americas
Cannabis,Brazil,2005,2.6,,,,,12-65,Government source,HHS,c,,South America,Americas
Cannabis,Bulgaria,2016,4.2,,5.9,2.3,,15-64,ARQ,HHS,,,South-Eastern Europe,Europe
Cannabis,Bulgaria,2012,3.5,,5.1,1.9,,15-64,ARQ,HHS,,,South-Eastern Europe,Europe
Cannabis,Bulgaria,2008,2.5,,,,,15-64,ARQ,HHS,,,South-Eastern Europe,Europe
Cannabis,Bulgaria,2007,2.2,,,,,15-64,ARQ,HHS,"c, d, e",,South-Eastern Europe,Europe
Cannabis,Burkina Faso,2006,2.9,,,,,15-64,UNODC Estimate,,"d, e",,West and Central Africa,Africa
Cannabis,Cabo Verde,2012,2.4,,,,,15-64,UNODC/Govt.,HHS,,,West and Central Africa,Africa
Cannabis,Cabo Verde,2004,8.1,,,,,15-64,UNODC Estimate,,"d, e",,West and Central Africa,Africa
Cannabis,Cambodia,2003,3.5,,,,,15-64,UNODC Estimate,,,,East and South-East Asia,Asia
Cannabis,Canada,2017,14.8,,18.7,11.1,,15+,ARQ,HHS,,,North America,Americas
Cannabis,Canada,2015,14.73,,17.64,11.83,,15-64,ARQ,HHS,,,North America,Americas
Cannabis,Canada,2013,12.7,,16.4,9,,15-64,ARQ,HHS,,,North America,Americas
Cannabis,Canada,2012,12.2,,15.9,8.5,,15-64,ARQ,HHS,,,North America,Americas
Cannabis,Canada,2011,10.9,,,,,15-64,ARQ,HHS,,,North America,Americas
Cannabis,Canada,2010,12.65,,,,,15-64,ARQ,HHS,,,North America,Americas
Cannabis,Chile,2018,13.33,,18.98,7.76,,15-64,ARQ,HHS,,Includes marijuana and hashish,South America,Americas
Cannabis,Chile,2016,15.1,,19.11,11.07,,15-64,ARQ,HHS,,Cannabis herb and resin,South America,Americas
Cannabis,Chile,2014,11.83,,15.37,8.38,,15-64,ARQ,HHS,,,South America,Americas
Cannabis,Chile,2012,7.47,,10.52,4.52,,15-64,ARQ,HHS,,,South America,Americas
Cannabis,Chile,2010,4.88,,,,,15-64,ARQ,,,,South America,Americas
Cannabis,Chile,2008,6.7,,,,,15-64,ARQ,HHS,,,South America,Americas
Cannabis,"China, Hong Kong SAR",2008,0.4,1.99,,,0.23,15-64,Government source,SS,"d, e",,East and South-East Asia,Asia
Cannabis,"China, Macao SAR",2003,0.67,,,,,15-64,UNODC Estimate,R,"d, e",,East and South-East Asia,Asia
Cannabis,"China, Taiwan Province of China",2005,0.3,,,,,12-64,AMCEWG,,,,East and South-East Asia,Asia
Cannabis,Colombia,2013,3.27,3.6,5.36,1.3,2.94,12-65,ARQ,HHS,,,South America,Americas
Cannabis,Colombia,2008,2.27,2.61,3.79,0.93,1.93,12-65,ARQ,,,,South America,Americas
Cannabis,Colombia,2003,1.9,,,,,18-65,ARQ,,,,South America,Americas
Cannabis,Costa Rica,2015,5.18,,7.84,2.49,,15-64,ARQ,HHS,,,Central America,Americas
Cannabis,Costa Rica,2010,2.76,,4.4,1.07,,15-64,ARQ,HHS,,,Central America,Americas
Cannabis,Costa Rica,2006,1.02,,,,,12-70,ARQ,HHS,,,Central America,Americas
Cannabis,Côte d'Ivoire,2017,3.24,4.3,,,1.99,15-64,Government/UNODC Estimate,SS,d,,West and Central Africa,Africa
Cannabis,Croatia,2015,7.9,,11.5,4.3,,15-64,ARQ,HHS,,,South-Eastern Europe,Europe
Cannabis,Croatia,2012,5,,,,,15-64,EMCDDA,HHS,,,South-Eastern Europe,Europe
Cannabis,Croatia,2007,5.18,5.3,,,5.1,15-64,ESPAD,SS,"d, e",,South-Eastern Europe,Europe
Cannabis,Cyprus,2016,2.2,,3.5,0.9,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Cannabis,Cyprus,2012,2.2,,3.5,1,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Cannabis,Cyprus,2009,4.4,,,,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Cannabis,Cyprus,2006,2.1,,,,,15-65,ARQ,,,,Western and Central Europe,Europe
Cannabis,Czechia,2017,8.9,,11.9,5.9,,15-64,EMCDDA,HHS,,,Western and Central Europe,Europe
Cannabis,Czechia,2016,9.5,,14.2,5,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Cannabis,Czechia,2015,9.4,,13.4,5.3,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Cannabis,Czechia,2014,11.4,,15.4,7.3,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Cannabis,Czechia,2013,8.9,,13.2,5.3,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Cannabis,Czechia,2012,9.2,,13.1,5.3,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Cannabis,Czechia,2010,9.7,,,,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Cannabis,Czechia,2008,15.2,,,,,15-64,Government source,HHS,,,Western and Central Europe,Europe
Cannabis,Denmark,2017,6.4,,8.7,4.6,,16-64,ARQ,HHS,,,Western and Central Europe,Europe
Cannabis,Denmark,2013,6.9,,9.2,5.1,,16-64,ARQ,HHS,,,Western and Central Europe,Europe
Cannabis,Denmark,2010,5.4,,,,,16-64,ARQ,HHS,,,Western and Central Europe,Europe
Cannabis,Denmark,2008,5.5,,,,,16-64,ARQ,HHS,,,Western and Central Europe,Europe
Cannabis,Dominican Republic,2010,0.68,,1.4,0.22,,12-65,CICAD,HHS,,,Caribbean,Americas
Cannabis,Dominican Republic,2008,0.31,1.41,,,0.25,15-64,ARQ,SS,"d, e",,Caribbean,Americas
Cannabis,Ecuador,2013,0.67,,0.84,0.53,,12-65,ARQ,HHS,,Cannabis herb,South America,Americas
Cannabis,Ecuador,2007,0.7,,,,,12-65,ARQ,HHS,,,South America,Americas
Cannabis,Egypt,2016,5.31,,,,,15-64,MedSPAD/UNODC estimate,SS,d,,North Africa,Africa
Cannabis,Egypt,2006,6.24,9.58,,,2.9,15-64,Govt; Academic Research,"HHS, SS","a, d",,North Africa,Africa
Cannabis,El Salvador,2014,2.03,3.67,3.93,0.62,1.12,12-65,Government source,HHS,,,Central America,Americas
Cannabis,El Salvador,2005,0.39,0.43,,,0.35,12-65,CICAD,HHS,,,Central America,Americas
Cannabis,Estonia,2018,6.59,,9.2,4.81,,16-64,ARQ,HHS,,,Western and Central Europe,Europe
Cannabis,Estonia,2008,6,,8.3,3.8,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Cannabis,Estonia,2003,4.6,,,,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Cannabis,Fiji,2004,5.08,7.12,,,3.04,15-64,Government source,SS,"d, e",,Melanesia,Oceania
Cannabis,Finland,2014,6.8,,9.2,4.3,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Cannabis,Finland,2010,4.6,,5.8,3.3,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Cannabis,Finland,2006,3.6,,,,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Cannabis,France,2017,11,,15.1,7.1,,18-64,EMCDDA,HHS,,,Western and Central Europe,Europe
Cannabis,France,2016,11.1,,15.2,7.1,,18-64,EMCDDA,HHS,,,Western and Central Europe,Europe
Cannabis,France,2014,11.1,,15,7.4,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Cannabis,France,2010,8.4,,11.8,5.2,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Cannabis,France,2005,8.6,,,,,15-64,ARQ,,,,Western and Central Europe,Europe
Cannabis,Georgia,2015,3.4,,6.6,0.5,,18-64,ARQ,HHS,,,Central Asia and Transcaucasia,Asia
Cannabis,Georgia,2009,2.7,4.3,,,1.2,15-64,Government source/ NGO/Academic research,SS,"b, d, e",,Central Asia and Transcaucasia,Asia
Cannabis,Georgia,2005,1.1,,,,,15-64,ARQ,SS,"a, d, e",,Central Asia and Transcaucasia,Asia
Cannabis,Germany,2018,7.09,,8.87,5.25,,18-64,ARQ,HHS,,,Western and Central Europe,Europe
Cannabis,Germany,2015,6.1,6.7,7.4,4.9,5.6,15-64,ARQ/Academic,HHS,,,Western and Central Europe,Europe
Cannabis,Germany,2012,4.5,,6,3,,18-64,ARQ,HHS,,,Western and Central Europe,Europe
Cannabis,Germany,2009,4.8,,6.4,3.1,,18-64,ARQ,HHS,,,Western and Central Europe,Europe
Cannabis,Germany,2007,4.7,,,,,18-64,Government source,HHS,,,Western and Central Europe,Europe
Cannabis,Greece,2015,2.8,,4.1,1.6,,18-64,ARQ,HHS,,,Western and Central Europe,Europe
Cannabis,Greece,2004,1.7,,2.5,0.9,,15-64,EMCDDA,,,,Western and Central Europe,Europe
Cannabis,Guatemala,2005,4.8,,,,,12-65,UNODC Estimate,"HHS, SS","c, d",,Central America,Americas
Cannabis,Guyana,2016,4.6,,,,,12-65,Government source,HHS,,,South America,Americas
Cannabis,Guyana,2010,4.04,6.53,,,1.56,15-64,UNODC Estimate,SS,"d, e",,South America,Americas
Cannabis,Guyana,2008,3.5,5.95,,,0.97,15-64,UNODC Estimate,,,,South America,Americas
Cannabis,Guyana,2002,2.6,,,,,,UNODC Estimate,,,,South America,Americas
Cannabis,Haiti,2010,1.51,2.75,,,0.26,15-64,UNODC Estimate,SS,"d, e",,Caribbean,Americas
Cannabis,Haiti,2005,1.41,2.15,,,0.43,15-64,UNODC Estimate,SS,"d, e",,Caribbean,Americas
Cannabis,Honduras,2005,0.83,1.59,,,0.41,12-65,UNODC Estimate,SS,"d, e",,Central America,Americas
Cannabis,Honduras,2004,1.5,,,,,15-64,UNODC Estimate,SS,"d, e",,Central America,Americas
Cannabis,Hungary,2015,1.53,,2.46,0.81,,18-64,ARQ,HHS,,,Western and Central Europe,Europe
Cannabis,Hungary,2007,2.3,2.9,,,1.7,18-64,ARQ,HHS,,,Western and Central Europe,Europe
Cannabis,Iceland,2017,5.8,,7.4,4.2,,18-64,ARQ,HHS,,,Western and Central Europe,Europe
Cannabis,Iceland,2012,6.6,,,,,18-67,ARQ/Government,HHS,,,Western and Central Europe,Europe
Cannabis,Iceland,2011,3.4,5.16,,,1.67,15-64,ESPAD,SS,d,,Western and Central Europe,Europe
Cannabis,Iceland,2007,3.37,3.53,,,3.21,15-64,ESPAD,SS,"d, e",,Western and Central Europe,Europe
Cannabis,India,2018,2.83,,5,0.6,,10-75,Government source,HHS,,"Herb, resin and leaf",South Asia,Asia
Cannabis,Indonesia,2015,0.18,,0.33,0.04,,10-60,ARQ,HHS,,20 of 34 provinces.,East and South-East Asia,Asia
Cannabis,Indonesia,2015,0.91,,,,,10-59,Government source,HHS,,Estimate for 13 provinces,East and South-East Asia,Asia
Cannabis,Indonesia,2010,0.5,,,,,10-60,ARQ,HHS,a,,East and South-East Asia,Asia
Cannabis,Indonesia,2008,0.44,,,,,10-59,ARQ,HHS,,,East and South-East Asia,Asia
Cannabis,Iran (Islamic Republic of),2015,0.58,,,,,15-64,Government source/UNODC Estimate,HHS,,"Grass, hashish, marijuana and Gol",Near and Middle East/South-West Asia,Asia
Cannabis,Iran (Islamic Republic of),2013,0.61,0.7,,,0.54,18+,Academic/UNODC Estimate,NSUM,a,Hashish,Near and Middle East/South-West Asia,Asia
Cannabis,Iran (Islamic Republic of),2011,0.17,,,,,15-64,Government source,,,Cannabis resin,Near and Middle East/South-West Asia,Asia
Cannabis,Ireland,2015,7.7,,11.2,4.3,,15-64,ARQ,HHS,,Data refers to 2014-15.,Western and Central Europe,Europe
Cannabis,Ireland,2011,6,,9.1,2.9,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Cannabis,Ireland,2007,6.3,,,,,15-64,Government source,HHS,,,Western and Central Europe,Europe
Cannabis,Israel,2016,27,,32.2,21.8,,18-65,ARQ,HHS,,,Near and Middle East/South-West Asia,Asia
Cannabis,Israel,2009,8.88,8.9,12.3,5.5,8.9,18-40,ARQ,HHS,,,Near and Middle East/South-West Asia,Asia
Cannabis,Israel,2005,8.5,,,,,18-40,ARQ,,,,Near and Middle East/South-West Asia,Asia
Cannabis,Italy,2017,10.21,,12.6,7.83,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Cannabis,Italy,2013,9.2,,11.9,6.6,,15-64,ARQ,HHS,,Data refers to 2013-14,Western and Central Europe,Europe
Cannabis,Italy,2012,4,,5.19,3,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Cannabis,Italy,2008,14.6,,,,,15-64,Government source,HHS,,,Western and Central Europe,Europe
Cannabis,Italy,2005,11.2,,,,,15-65,EMCDDA,HHS,,,Western and Central Europe,Europe
Cannabis,Jamaica,2016,18,,28.5,7.8,,12-65,Government source,HHS,,Cannabis herb,Caribbean,Americas
Cannabis,Jamaica,2010,7.21,10.17,,,4.25,15-64,UNODC Estimate,SS,"d, e",,Caribbean,Americas
Cannabis,Jamaica,2006,9.86,12.2,,,7.52,15-64,Government source,SS,"d, e",,Caribbean,Americas
Cannabis,Jamaica,2001,10.7,,,,,12-55,UNODC Estimate,,e,,Caribbean,Americas
Cannabis,Japan,2017,0.03,,,,,15-64,ARQ,HHS,,,East and South-East Asia,Asia
Cannabis,Japan,2011,0.3,,,,,15-64,UNODC Estimate,HHS,e,,East and South-East Asia,Asia
Cannabis,Kazakhstan,2012,2.4,4.3,,,0.6,15-64,ARQ,SS,d,,Central Asia and Transcaucasia,Asia
Cannabis,Kazakhstan,2003,4.2,,,,,15-64,INCSR,,,,Central Asia and Transcaucasia,Asia
Cannabis,Kenya,2016,1.2,,2.1,0.3,,15-64,ARQ,HHS,,,East Africa,Africa
Cannabis,Kenya,2007,2.1,4,,,0.3,15-65,Govt,HHS,"b, e",,East Africa,Africa
Cannabis,Kenya,2004,7.1,,,,,15-64,"ARQ, NGO, Council of Europe","SS, A","c, d, e, f",,East Africa,Africa
Cannabis,Kuwait,2005,3.1,,,,,15-64,UNODC Estimate,,,,Near and Middle East/South-West Asia,Asia
Cannabis,Lao People's Democratic Republic,2008,0.88,1.07,,,0.69,15-64,UNODC report,SS,"c, d",,East and South-East Asia,Asia
Cannabis,Latvia,2015,4.2,,6.9,1.7,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Cannabis,Latvia,2011,4,,5.7,2.4,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Cannabis,Latvia,2007,4.9,,,,,15-64,ARQ,,,,Western and Central Europe,Europe
Cannabis,Lebanon,2009,2,3.5,,,0.5,15-64,Government source/MEDSPAD,SS,"d, e",,Near and Middle East/South-West Asia,Asia
Cannabis,Lebanon,2001,6.4,,,,,15-64,ARQ,,d,,Near and Middle East/South-West Asia,Asia
Cannabis,Liberia,2008,3.18,4.83,,,1.53,15-64,UNODC Estimate,,"a, b, e",,West and Central Africa,Africa
Cannabis,Lithuania,2016,2.7,,4.6,1,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Cannabis,Lithuania,2012,2.3,,3.6,1,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Cannabis,Lithuania,2008,5.6,,,,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
